SaleDate,QuantityKg,UnitPrice,WholesalePrice,LossRate,QuantityCluster,AvgPriceKg,RelativeLossRate,MarginRate,segmentation
2020-12-12,5.192542132065312,6.44570452734585,6.112576183684246,5.058018154977292,5.361246935055699,5.051368665458571,5.183064052114079,6.597343734351327,0
2020-12-13,5.145739251775636,6.451086924150903,6.102223787092215,5.053651888353822,5.361246935055699,5.069699585965704,5.224972089729092,6.645195872844982,0
2020-12-14,5.105626429609132,6.264141540746501,6.044603257128675,5.060244264141728,5.361246935055699,5.08942070710006,5.329018718421974,6.261093540131391,0
2020-12-15,5.08290241060598,6.096703379062069,5.903644750950066,5.064979925139763,5.283154824438802,5.089966200971741,5.424477680736318,6.219852291596112,0
2020-12-16,5.099905244684424,6.628821978954542,6.06587689421213,5.052487367536922,5.416057583903872,5.097884287259687,5.310018369352223,7.165609138493604,0
2020-12-17,5.082536432579114,6.273236123355312,5.881957574792161,5.053337862196281,5.303256977003098,5.086945119859778,5.367415264871462,6.865514969472364,0
2020-12-18,5.096356409598056,6.206556503327891,5.741817761394244,5.0537940843338625,5.176095302214739,5.056296831803599,5.325716231104153,7.144223144532037,0
2020-12-19,5.287965803959772,6.8756352767375,6.583257573162203,5.0362096592693595,5.459544517936303,5.064451565298372,5.078441956281461,6.351373647261221,2
2020-12-20,5.200645914621129,6.538993823822918,6.253367870913708,5.043866344108202,5.322962983344524,5.06149961249376,5.138581155125407,6.410084157520155,0
2020-12-21,5.133262082565832,6.104771727917319,5.922597648280692,5.047375173144968,5.164730921486054,5.056353694134874,5.221334687018943,6.166581867195008,0
2020-12-22,5.074081757209417,6.289697697073254,5.852634472913587,5.049226626988464,5.24169604068445,5.091681411163347,5.377227731069038,6.999137682685388,0
2020-12-23,5.167521463849227,7.188556507195162,6.7367657112864645,5.065841830061586,5.666393352223345,5.144088869346415,5.2334543996672656,6.7319229280767265,2
2020-12-24,5.1912351812707636,7.015703772414495,6.400540405419062,5.047653053296446,5.616736064647948,5.080846717381807,5.1561370775836926,7.1478933269681715,2
2020-12-25,5.319121286935052,7.494869699138732,6.822132427822689,5.055427497439994,5.958399798892101,5.078077189497391,5.101456537196621,7.162042212323059,2
2020-12-26,5.243319144165134,7.485486201780805,6.694587263758678,5.050517808592385,5.849297016128111,5.091385242191508,5.127115685332546,7.390430206231992,2
2020-12-27,5.2178844824123205,7.23113530402911,6.430090967235952,5.048801838725132,5.594675565163603,5.072622367461642,5.138996046800097,7.470928878873441,2
2020-12-28,5.253865699440502,7.347164618223431,6.384283978094457,5.047241641939603,5.710395116497274,5.0565193055802515,5.114409993865185,7.740887686205073,2
2020-12-29,5.143453568029095,6.931852949838189,6.116951974436344,5.047438889375928,5.450997105451789,5.0726382537798775,5.206716287234709,7.605753925905486,0
2020-12-30,5.072879723871279,6.664141594402205,5.836126730671324,5.048896355191222,5.3326722515476925,5.090372135886293,5.380213756422574,7.785282711611966,0
2020-12-31,5.27858070412815,7.573217938273717,6.628293151477018,5.043825248180563,5.765160901979689,5.071400739716938,5.096380303047667,7.6492442624343875,2
